Length,Sentence
20," It is worth 100 yuan and your bill comes to 230 yuan . The difference is 130 , please . "
5,"Sorry , I'm late . "
41," No , I didn't . I'm innocent . Those aren't mine . Whatever you found is someone else's stuff . You can't prove anything . I wasn't there when you went in , and you can't prove it's my stuff . "
18," Could you do it for me , and write out a list of things that we need ? "
15, It's dusty everywhere in the house . Can you help me do the housecleaning ? 
22, Let me take a look . This is for a 486 computer with modem . Who ’ s it going to ? 
9, Less than 5 % . It's quite durable . 
36," He just stays in the kitchen and watches you . Before the Chinese New Year , the kitchen god tells his boss whether you were good or bad this year . Just like Lester does ! "
15," No private vehicle , no limo . Got it . Where are you going ? "
31," If it is not to your satisfaction , I ’ ll certainly bring you another . But I ’ m afraid you may have to wait for a few minutes . "
28," I heard he's very clear about his likes and dislikes and he's not the type to just let things go , so don ’ t provoke him . "
42," As far as a trial order is concerned , the quantity is by no means small . And generally speaking , we like to profit from a trial order . I hope you ’ ll be able to meet our requirements . "
32," Let's check it out . There'll be a $ 45 charge to check it over . If you fix it with us , we'll include the $ 45 into your repair . "
18," When you miss a day of school , I'll be happy to give you the English assignments . "
22," I hate to tell you this , but we have no more filet mignon . May I suggest the porterhouse instead ? "
17,Sorry to trouble you . Can you tell me how to get to the City Bank ? 
26," Let's meet on Friday to discuss your progress . Give me your e-mail address ... umm , I mean addresses ... We'll be in touch . "
14," We have caviar , foiegras , lox , cold beef , sour cucumber ... "
16," Oh , really ? Thanks , I ’ m going to do that right now . "
14,Why aren ’ t they are aware of the gravity of the situation ? 
25," No , sir , I am serious . Haven't you heard that today men are becoming increasingly interested in having their eyebrows professionally groomed ? "
10,Can I stay out all night with my friends ? 
11,I'm sleepy . I can hardly keep my eyes open . 
26, I ’ m at work right now . You can reach me at 905 675 9870 . Please call this number if you need me . 
16,She's a Persian . She has papers and everything . Not like a street dog . 
7,The washing machine isn't working again . 
20, Woo . It has such a long history . I think I should take more photos of the university . 
33," Yes , we regret we cannot maintain our original price . Since the prices of the raw materials have been raised , we have to adjust the price of our products accordingly . "
28," Maybe they know they shouldn ’ t run a red light , but when they are driving they don ’ t pay enough attention to traffic lights . "
40," Yes , of course . You will be responsible for the designing and developing new products and also be in charge of the evaluation of the software programs including complex software systems to ensure product features and operation complaints . "
15, The boat time-table is effective from the first of August till the first of November 
18," I ’ m so sorry ! OK , so you just want a simple message on it . "
11, OK . I'll see if I can get waited on . 
47," yeah , but personally , I hate bargaining . If I bargain , I might come to a lower price , but I will never know the true price of what I am buying ; and I always have the feeling that I am overcharged at th "
12," According to their scheme , it will begin on September 10th . "
11," We are on Nanjing Road , next to the theatre . "
12," All right , ma'am . Need any help with your luggage ? "
47," I think a company is a place to get work done . Certainly friendly , open relationships among all company employees is important , and I think an employee should be serious about his or her work responsibilities and have a professional relationship with the boss . "
7,"Oh , here comes a bus ! "
13, I ’ m not sure . Perhaps you could do the shopping . 
46, All right . I'm afraid this green dress is too small for me as well . It's smaller than the blue one . I don't like the colour either . It doesn't suit me at all . I think the blue dress is prettier . Co 
14," No , I'd like to book a single room with one double bed . "
26, I don't know what time it is.It must be about 6 o'clock . I have to go now . I don't want to be late . 
22," Well , turn left at the first corner after the crossroad . It's near the corner . You can't miss it . "
16,"Hello , stewardess . Could you bring me a blanket ? I feel so cold . "
13, Make sure that you don't go anywhere until you clean your room . 
28," As the saying goes , work while you work , play while play . All work and no play makes Jack a dull boy , you know ? "
36," That sounds better . Also , can I use the one card for several accounts ? Say , if I have two or three accounts and want to transfer money from one to the other ? "
18,"Ladies and Gentlemen , this is the Statue of Liberty . It's one of the American symbol . "
15, The flight number is Cz353 . it departs at 17:10 and arrives at 45 . 
32," Don ’ t worry , you can pay in an installment , that is to say , you don ’ t have to pay the whole amount of money at once . "
18, I want to create a password for this document . Please tell me how to do it . 
43," We can borrow from a bank , the gross interest rate will be something like 7 % . With corporate tax at say 30 % . We are only paying on 50 % of this . There is still inflation to consider . "
7, Yeah . I'm going with Jennie . 
12, I said I had been to the doctor the day before . 
9, I'm thinking about that idea we talked about . 
22," Certainly . If you want to make a local call , dial 10 first and then call the number you want . "
31," Here's your schedule . After this meeting , we will visit the factory and have another meeting with the production manager . And you'll be having dinner with our director . "
20," I see.You ' re a stranger here.Walk two blocks ahead , then turn left . You can't miss it . "
10, Can you tell me where the taxi stand is ? 
80,"Excuse me , can you help me ? I would like to change rooms if possible , I couldn ’ t sleep at all last night , because the people in the room next to mine were making a lot of noise , also if at all possible , I ’ d like a room that doesn ’ t overlook the street , between the noisy neighbors and the highway outside , I didn ’ t sleep a wink . "
42," Yes , that ’ s right . After graduating from high school in New York I attended York University in the UK . My major was English , and my minor was business studies . I completed my BA in 2004 . "
14, I guess you won ’ t be able to purchase these items today . 
14," M , A , double R , I , O , double T . "
15, You will have to take your driving test . Have you taken it yet ? 
61," Right now , there are three bedrooms , two barrooms , a kitchen , a sitting room , a dining room , and a living room . We're hoping to add on a green room and a guest bedroom . In fact , when the guest bedroom is ready , you should come and stay with us for a weekend . "
19," Because there is a coupon for almost every product , we always bring coupons on our shopping trips . "
39," You know what really drives me crazy ? When I ask for soft boiled eggs , and they overcook them , so they come out hard boiled ! How can you dipyour toast into a hard boiled egg ? "
59," I'm very old-fashioned . I believe in loyalty.Once I start a sales relationship with someone , I stay with him or her , and we so most of our business on the phone . I expect their absolute best price possible and don't haggle.But if I find out they screwed me over , then I find another supplier . "
22," Well , I was hoping we could reschedule for early next month , Our trip has been postponed until the 2nd . "
25," Oh , so it was my fault , was it ? If I hadn't warned you in time it would have been much worse . "
34,"If you're observant you'll see rare birds , insects , butterflies , and a few reptiles . But you must look for them . There are also a few am-phibians in lower places . "
28," OK , I will send Beker to help you . We need to get the brochures done and sent them to our clients on Friday without delay . "
119," Yes , of course . Most of the time , when they travel , they prefer to do so in large groups accompanied by a guide , who usually takes care of everything , for instance , choosing the restaurants , the itinerary , the mode of transport , and things like that . Another thing is that most travelers to the UK tend to be middle aged , around 40 to 50 or so . This age group is less adventurous ; they like good hotels , and have money to spend . They kind of prefer to stay in the cities where they feel safer . They are not into mountain climbing in Wales or anything . "
39," Yes . Today is Tuesday , so the boss went off to his MBA seminar class . He is out of the office every Tuesday and Thursday mornings , and he has classes all day Saturday and Sunday . "
35, Please hold the line . I ’ ll see if there is a duplex suite available on that day . ( a minute later ) Sir ? Holiday Inn is available for your need . 
20," Ryan , this is Malia , and I am afraid that I am feeling a bit under the weather . "
16,Mmmm ... This apartment seems a little expensive . Do you have any cheap studios ? 
15, It ’ s going to take a moment for me to cancel your account . 
25," Oh , hey , how about a new car ? They've got easy loans now . You'd feel so good driving a new car . "
15, I have got a run . Can you tell me where is the restroom ? 
16, You do realize that it isn't humanly possible for us to finish by next week ? 
21," No , I ’ Ve been feeling fairly good most of the time . It just is hard to breathe . "
34," Just give the man standing there 3 yuan and he'll give you a token . Then , you slip it into the slot at the turnstile and push the turnstile to get in . "
50," If you discover a small fire , you can try to put it out with a fire extinguisher but only do this if you have been trained . Make sure you use the right extinguisher . They are all colour-coded and contain different substances to put out the fire . "
24," Yes , you can take small sum of money and important items such as passport and keys and business documents and so on . "
8, Can you help me move this table ? 
14," He ’ s going to be sent to Britain to study , really ? "
25," OK . Could you put your hand baggage on the counter , please ? Do you have any gifts , or food in here ? "
47," Oh , this is terrible , Yuri . Terrible ! So we can't even assess the damages . How can we do business in this country ? Either we're buried under mud , or we're in danger of getting kidnapped.No , I can't believe this mess ! "
13, Certainly . The service cart will be down the aisle again soon . 
25," Oh yes , he is . When he was a puppy , he liked to chew my father's shoes , but he's okay now . "
29, Some relative documents will be needed and the fee may be quite dear . So you need to learn more about the process and regulations about this issue . 
35," Okay , you should take 1 capsule 3 times a day . Be sure not to take it on an empty stomach , and also , don ’ t ever mix it with alcohol ! "
13, Of course not . But I don't know when to get off . 
42,I will be accompanying you on your tour today to visit our company . This is the assembly line . These drawings on the wall are process sheets . They describe clearly how each process goes on to the next step . 
16,"Good evening , sir . I think we have reservations . Have you fixed them ? "
17, Sorry . I didn't quite catch what you said . There's a lot of noise outside . 
13, I know . It ’ ll also help you make more money . 
25, That piece fits on to your ear . It hooks right on . And you just put the other one in your other ear . 
9," No , I'm used to having tea first . "
32," Oh , really ? Just a moment ... You paid with a ten-dollar note and I gave you ... Oh , sorry , here's a five left . I'm terribly sorry . "
20," I want to get in touch with the Chinese Embassy , because my passport was in the stolen bag ! "
47," I see . We grow a lot of fruit and vegetables in my country . We export a lot of melons , grapes , oranges and lemons . In your country , do you eat corn on the cob ? It's very popular in my country . "
8," Could we have the bill , please ? "
24," I have a master's degree and I meet all the needs you want , so I am confident of doing this job well . "
21,"Mark ? What were you up to yesterday ? I called you , but there wasn ’ t anybody home . "
29," Oh no . My family supports me . And believe me , changing foreign money into dollars is heart-breaking . You seem to get so little in return . "
13, I ’ m not sure . Perhaps you could do the shopping . 
18, The counter is at the end of the aisle . They are kept in the ice chest . 
26," Of course , Ms . Walker . Could I have your account number , please ? And , when do these documents need to arrive ? "
18," I ’ m Smith , the manager of Human Resources Department . May I ask your name ? "
24," Actually , you'll know our products better after the visit . I'll show you around and explain the operations as we go along . "
32," This bank charges you 6 months interest as a penalty if you withdraw before maturity . Would it be possible to take the money from your Current Account , for example ? "
31," Yes , I think I speak English quite fluently . I've often explained historical places in Xi'an to foreign tourists in English . They say my English is quite good . "
38," Oh , I am sorry to hear that . Take it easy . It will be OK soon . You see , I take this long-hour plane frequently , but the jet lag still makes me uneasy . "
25," Wait ! We have T-bone , rib eye , and sirloin steaks . They are very fresh ! Just came from the slaughter house ... "
13, All I can tell you is our next President got my vote . 
30, You ’ Ve god a fever and playing football isn ’ t a good idea for a boy with a fever . What ’ s that on your arm ? 
57," We need to work is because we need money to live . We need money for food and clothes and to pay for our house . We need money for many different things , and only when we work , we can earn money . And work can also help us feel that we are useful . "
19," Oh , it's not very far . And as far as I know it is a fancy place . "
30," No ! Not at all . But , I did find out they have more than one position with different clients , so at least one would probably work . "
21," Yes , you are paying for it , so you get to choose . I would pick the best one . "
62," I'm glad to hear that . With a view to expanding and further enhancing the bilateral relations between our two parties , and in particular , exchanging timely views on specific problems in the execution and enforcement of contracts , is it possible for us to have a representative that could stay permanently in Washing - ton D . C . ? "
22," In that case , please put my name in your waiting list . We know you are quite a good restaurant . "
8,Mr . Smith just called me back . 
19," Yes , I often feel like a million dollars after work , like I can take on anything . "
11," Would you give me a bottle of beer , please ? "
23," No , I ’ m sorry . I'm going to meet some friends tomorrow evening . And I'm in a hurry now . "
48," First we have the airline tickets , which are $ 500 per person ; with four of us going , that's t $ 2,000 . For our accommodations , we're spending $ 80 a night , per room , for five days . That's another $ 800 . "
8,Could you please stop flipping the channels ? 
39," Yes , my name is Peter . I have made a reservation for a single room from June 18th to June 21st . I'd like to make some changes . The reservation should only be to June 20th . "
12," Ok , sue , I will just go in get her . "
24,"Gosh , another stop.It seems the cars ahead of us have to stop every two minutes , It's no quicker than a bus . "
28, It is best to start a little low on the first bid to allow for a counter-offer . How about offering three hundred and twenty thousand dollars ? 
18," Basically , a swim station is like a treadmill , except instead of running , you swim . "
33," Let me see ... yes , 15,880 NT . After the discount , your total comes to 12,704 NT . Here's your free teddy bear , free panties and your card application . "
18, Yes . My name ’ s Mark Benson . I just started a couple of weeks ago . 
6, It's good to be home . 
32," It's a job I have been dreaming of for many years . While it is difficult , I am convinced that there is nothing more noble and rewarding than this profession . "
36," I think they went to Mexico , but I'm not sure.It ' s a bad thing to return home to.They ' ll come home from their trip , and they'll see half their house burned . "
25, I think I'd better take that one you showed me just now . It is better than this one although this one is cheaper . 
34," That's strange . I have Mr . Lin on the phone right now , and he says that he didn't receive any email from us yesterday . Are you sure you sent it ? "
27, Tomorrow is the tooth anniversary of our company . Our general manager invites you to a dinner party . Do you think you can manage it ? 
13,"John Li's Office , this is Jenny , may I help you ? "
43," yes , much better . You can log in a website , browse through many items and categories comfortably at home , order the goods , pay by credit or debit card , and the goods will be delivered to your home . "
35," The whole-wheat loaf is 45 cents , the white loaves are 35 cents each , the baguette is 27 cents and the rolls are eight cents each . That makes two dollars fifty-seven cents . "
9,I feel dizzy and I have a headache . 
23, ( After the show ) It's an excellent musical . The acting was very expressive and the songs and dancing were superb . 
39," OK , then . The man was old and he was visiting his wife's grave , with a rose in his hand . When he got there , he saw someone already put a rose on her grave . "
12, It is unnecessary . I'll see you off at the airport . 
8, People drive on the right in China . 
12,"Excuse me , would you tell me who that girl is ? "
16," Yes , bacon and eggs with buttered toast . I like my bacon very crisp . "
11, I'm Li Ming from CITS . Glad to see you . 
20, About half an hour ago I fell on the ground and hurt my leg . It bled a lot . 
28," I am on my way to the doctor now , but I should be back in about 45 minutes . Can I come back at around 3:15 ? "
15," No , but if you can think of anything else , just get it . "
27," No , You can cut quite a bit off . I like it to be very short all over . Do you see what I mean ? "
19, I've been making these designs for over ten years . You can have a bracelet for ten dollars . 
12, I'm sorry . I can't . What does the note say ? 
30," No ! Not at all . But I did find out they have more than one position with different clients , so at least one would probably work out . "
20," Use my laptop in the lobby ? That's great ! Now , if I need to print something there ? "
12, Would you like me to tell you where I got mine . 
21," We might have a printer here next month . But for now , you'll have to go to the lab . "
31," I hope to change because my current job is not within my chosen field . Since my major was international banking , I really hope to work at a bank . "
33," Yeah , that ’ s what I told her . I ’ m glad she ’ s reaching out for help , instead of trying to deal with this on her own . "
12, You should have asked for my opinion before you did it . 
11, Would you like us to deliver the mattress for you ? 
39,Your silk garments have aroused much interest in our country ever since our first order was put on the market . We have no doubt we can do better this year if you appoint us your sales agent . 
24," Oh , I ’ m sorry to hear that . I think you ’ d better talk to the police officer walking there . "
27, I don't care for coke . I heard that coke was first used as a medicine and I don't like medicine . What else has caffeine ? 
34, That ’ s a good idea . I haven ’ t been in a while and I need to get a new backpack . The old one is hanging on by a thread ! 
36," Yeah . If we share the cab , it'll be cheaper . Besides that your Chinese is better than mine . The drivers usually have difficulty understanding me even though I practice my pronunciation carefully . "
12, Too bad I was busy . I really wanted to go . 
20, We'll be making the decision by the end of this week and we'll contact you as soon as possible . 
23," I am sorry , sir . You bought it 2 weeks ago , and you can only refund it in one week . "
15," I'll do it later , Dad . I must prepare the concert on Saturday . "
77," Don ’ t worry about that . It ’ s probably of the stress you ’ Ve been under . Just take some aspirin . Combined with the stronger cough medicine , it will make you feel very tired . You shouldn ’ t work or use any equipment which requires concentration . If I were you , I ’ d just sleep , read a book , or watch TV . Here is your prescription . "
14," It just won't connect to a webpage , but it will pop up . "
13," Thanks , but I couldn't eat another bite . I'm really full . "
15, We have beef with rice and fish with noodles . Which would you like ? 
23," Well , I am afraid I don't bring my passport with me today . Can you save it for us until tomorrow ? "
24," Thanks . You're in room 507 , a big , nonsmoking room , with a queen bed . Is that okay , sir ? "
15," Oh , this is nice and light . But it has an aluminum handle . "
18," Could I reserve a table for Saturday , September 16th at 8: 00 p . m . ? "
23," Yes . But he doesn't care . I really wouldn't want to move , but I simply can ’ t stand him . "
17," Yes . As a matter of fact , you can't board the plane without boarding pass . "
47," First , about the terms of payment . Your draft contract says that payment is to be made by D \ A . This is not our practice . We prefer to have the payment made by L \ C through a negotiating bank in America . "
14, Sure . I'll do it after lunch . What length do you need ? 
14, You have a talent . You just don't know what it is yet . 
45, I like spring and summer . The days are long and the nights are short . The sun rises early and sets late . I don't like autumn and winter . The days are short and the nights are long . The sun rises late 
11, Only less than 20 percent of the citizens speak English . 
10, Would you like to go to dinner or something ? 
13," May I have your passport and form I - 94 , please ? "
10," No , Madam . I don't think I do . "
20," I know . But I'd like to try . Look , here are some advertisements that I've cut out . "
39," Yes . That's true . We are always busy . The company attaches great importance to high efficiency . Sometimes we have to work overtime , but not always . And we have extra pay for extra work . "
50," Now , Let me have a look at you . I ’ d like to listen to your chest . Breathe then , deep breath , that ’ s it . Cough , now again . I want to exam your throat too . Open wide , say A . "
56," We need to work is because we need money to live . We need money for food and clothes and to pay for house . We need money for many different things , and only when we work , we can earn money . And work can also help us feel that we are useful . "
11,How many ports do we call at on our passage ? 
24," You know , next week , we ’ ll hold a football match . Our cheering squad is busy rehearsing the programmes for it "
30," ( The attendants fill the tank , clean the windscreen , and add some air to the tires . ) All right , sir , that'll be $ 26.50 . "
16," Yes , we've just had some wonderful tangerines in from Tailband . Here they are . "
14,"What kind of life do you prefer , city life or country life ? "
44," First , your overwhelming share in the world market . Second , your superiority in sales and profits in addition to the amount of capital and the number of employees . Third , the diversity in your production line is second to none . "
27," No problem . Just give us a few minutes more to pull them up , though . We don ’ t get that many English singers ! "
22," Thank you . Your room number is 507 , queen bed , nonsmoking . Is that agreeable to you , sir ? "
30," No problem . You can try this kind of gel which can prevent freckle , the effect will be better if you use this powder foundation applied with it . "
13," Well , you ’ d better heat it before you eat it . "
16, Yes . I would like to cash my travelers ' check . Here you are . 
17, We assure you that shipment will be made no later than the first half of October . 
33," Actually , if you go to the bus stop in the next block , you can take No . 105 which will let you right off in front of the zoo gate . "
60," So , if all this is agreeable to you , I'll put it all down on paper and fax a contract to you this afternoon . If you can get a signed version of the contract we've agreed upon back to me by tomorrow morning , we can go ahead and make arrangements to ship the product on Tuesday . "
23," You can find the most fashionable restaurants there . And also you can see the galleries , antique shops and the ballrooms . "
26," Yes . ( After trying ) A bit tight actually , they pinch my toes . Have you got a larger pair . Size 39 ? "
61," Thank you , Mr . Johnson . You ’ Ve made a guaranteed reservation at the Guangzhou xx Hotel , from April 16th to 20th for 5 nights . If you can ’ t arrive as schedule , please inform us before 6 p . m . on April . hank you for calling and we look forward to serving you "
17," Let's just rent one this time . The AC is broken in the truck , remember ? "
112," Ok Chloe , can you please breathe in and out slowly for me while I listen to your chest ? You really are all bunged up , you don ’ t sound too good at all . Ok , I ’ m going to set you up with a bunch of antibiotics . You will need to take these orange pills twice a day and these blue pills every evening . You will also have to take this cough medicine three times a day after meals . Finally , I am giving you an inhaler to use every time you feel breathless . . . just to clear up your lungs ! "
65," Yes . I did some work on that , and I found out some really interesting things about the conductivity of liquid helium . I was sure I had a great discovery until my teacher told me the same discovery already made twenty years ago . I think the most important thing , I learnt though , was the importance of keeping good records . "
21," Well , it's not how much , but what I'm going to buy that matters . I'm going ski shopping ! "
20," I'm afraid we don't have any . If I were you , I'd try one of the newspaper stands . "
27," Of course , it ’ s not polite of them , but sometimes you should put things the other way round and try to understand them . "
30, I would really appreciate it if we could talk for a few minutes now . It ’ s about the overtime you ’ Ve asked me to put in . 
8, Wow ! That car almost hit me . 
60," Yes , including a description of the shirts you want to purchase this time , the total amount of your order , the price for each piece , mode of payment , packaging , shipping time , insurance and compensation , claim and arbitration , and rights and duties for both sides . Are all the terms here satisfactory ? "
22,"In order to extend our export business to your country , we wish to enter into direct business relations with you . "
25, Just take them for your good friends and have a talk with them as we do . Make sure you won't lose your temper ! 
60," Usually , if the problem is insignificant I advise the customer to go ahead ; it's normally a translation problem or something like that . But this does seem a little more serious . I suggest you get back on to them right now and ask them about it . Hopefully you can sort it out over the phone . "
25, No . We have some that are different in style but not in color . They're over there . Do you see the sign ? 
28," well , when it's nicer outside , you can start biking to work . That will give you just as much freedom as your car usually provides . "
10," Here , let me help you with your bags . "
20," Yes , it ’ s a one-year lease . And $ 200 a week with one month refundable deposit . "
11," May I have your name and room number , please ? "
10," Would you like it rare , medium or well-done ? "
15, I've got three guests today . We'd like a table next to the window . 
12,"Henry , do you know how much we spent this month ? "
26," First , she needs to be hard-working . Second , she has to be able to do a lot ot things on her own initiative . "
18, I can ’ t give you a definite answer . Let ’ s play it by ear . 
17," Actually , I ’ m vegetarian so I ’ d like to have the bean curd . "
15, Right . Let me see . You go straight down here and turn right . 
43," I've been informed that there are many opportunities to develop myself in your company . Besides , I grew up in a city in the Northeast . I have lots of acquaintances in the region , which might help to push sales . "
42," Yeah , this one is very famous with a good credit among on-line customers . It's like an open free market . If you want to change your cellphone for a new one , you can sell the old one here . "
17," I can't say , but let me make a call and see if I can help . "
15," If you can ’ t afford $ 1050 , then we have no deal . "
18," Well , I know Brown's Biscuit Factory are looking for a porter.They pay $ 200 a week . "
42, I don ’ t think that there is any easy way . The united nations could send peacekeepers into the country . At least then the warring parties could be forced to negotiate . The thing is to find the real pro 
13, Of course not . Your daughter is smart and very well behaved . 
7,Can you pass me the lighter ? 
39," That was before he heard Stanley sing ! I guess he couldn't stand it anymore , so he decided to give it a try himself ! Allen has a really good voice ! He sounds like Enrique Iglesias ! "
7,Do you have anything to declare ? 
12, Thank you . Could you change it for a purple one ? 
17, I told you to hold my calls . I ’ m very busy at the moment . 
33," Trust me , it's worth it . With the "" Love , Amy Card "" , you'll get a 20 percent discount on everything in the store , every time you shop ! "
9, How long would you like to keep it ? 
17," I ’ Ve been a secretary for two years , before that I was at university . "
40, All right . let me check our technician ’ s schedules . I ’ ll call you back and let you know what time we can send a service technician to your house . What is your phone number ? 
21," You'll soon get accustomed to it . It's not difficult . Well , here's the bus.Fortunately , it's not full . "
28," Well , good luck with your garden , especially considering we are in the dry season and it won ’ t rain for the next three months ! "
48," Yes . He ’ s in hospital with a bad back . One morning , he just couldn ’ t get out of bed . His wife called an ambulance and they took him to hospital . He ’ s been there for a few days now . "
46," Hmm ... I think I am ready for a new challenge . I've put a good team together at my present company , and I think If I want to take the next step in my career , it's time for me to move on . "
81," I understand . I used to live in a dorm with four people . I was great in some aspects . We always went out and and had fun together . But on the other hand , when I wanted some quiet time , and people kept talking and laughing aloud , it was torturous . For me a room to myself , even a small one , is ideal . Though I don't mind sharing an apartment with somebody . "
33,"Welcome to our factory . My name is Tiang Had and I'll show you around here.First we'll take a look at the workshop which produces food thermometers . Please , this way . "
35," First of all , you need to sign a Corporate Agreement Savings Contract with us . This means we can go ahead and open an account of agreement savings based on your settlement account . "
13,"I'm really sorry , but I seem to have misplaced your towel . "
18," Well , seeing as the officer that pulled you over isn't here , I'll let you go . "
47," Well as I mentioned before , I do tend to get frustrated if I don ’ t see progress in my work or career . I suppose I ’ m quite a restless character . My father always taught me to be a high achiever so . "
30," As you know , china has a single-child policy . Therefore , there ’ s just my husband , my daughter and I . What about in your family ? "
31," I realize that . We don ’ t have any time to waste . I can put you down for 9:20 . Could you make that , Mr . Parker ? "
32," If you try to adapt yourself to your destination's local time , you'll feel more comfortable . So please try to sleep , and have meals according to Los Angeles's time . "
21," Well , I ’ d like to , but I ’ m going to have to look at my schedule . "
21, I guarantee you that our little “ friends ” won't be back . I hope your trip home is pleasant . 
39," Thank you . I am terribly sorry about this . It very rarely happens . We do have a sophisticated tracking system , so I know we will find it soon . But we apologize for the inconvenience . "
21," That's right , Dave . I tricked you into giving a confession . And I've recorded every word of it . "
24," Unfortunately not . If I can ’ t find anything in that field , then I could also work in the marketing field . "
12,"Hi , Bob , what time will you be home tonight ? "
30,"Thank you for your application , Mr . Sweeney . Mr . Jacobs would like to set up an interview for early next week . Do you have time ? "
17," I am thinking of looking at three houses , and it will take about two hours . "
23," There are thirteen of them . Oh , have another . Have a third , if you like , have them all . "
25," Well , the style is quite good , but I think it's too showy . I would like to try on the lighter one . "
11, Yeah . There's an express that leaves in twenty minutes . 
9, May I have a look at your receipt ? 
43," I really appreciate that I would expect my secretary to be able to work independently and take over some of my ordinary responsibilities , such as answering routine correspondence , taking phone calls for me and sometimes assisting me with personal affairs . "
35, It's going to be shown to the Board so I need it in writing.Make all the prices subject to confirmation so you can't be held to them . How soon can I have it ? 
40," It's really fantastic . The hero , Super Warrior , is so brave that he can defeat any enemies he meets . He runs through tunnels , swims under water , and climbs over bridges . It's really exciting ! "
34," Following the rules of world business , the exporters have the right to inspect the goods before the delivery , while the importers have the right to re-inspect the goods after their arrival . "
29," Sometimes it takes too long to find the exact information you are looking for . Besides , I like to read a magazine in a coffee bar sometimes . "
12, And here's your change . Please check if it is correct . 
46," I think that unfortunately it ’ s more important than a person ’ s character . Advertising and stuff tells us that we have to be attractive . I think it ’ s wrong , but that ’ s the way the world is now . "
36," Yes , all right . So why ? Go on then . Say it . Oh , really , Mark . I promise I'm not going to be angry . Now why were you late ? "
11,"Excuse me , I got a parcel arrival notice yesterday . "
18," No , ma'am . I ’ m afraid you put in only one quarter and one dime . "
11," Could you sign the back of the check , please ? "
16, Me too . Is there a place nearby that we can get something to eat ? 
46,"I really hope to reach an agreement with you today that is suitable and beneficial for us both . I've thought through a lot of these details , and I hope we can have a chance to discuss them and resolve any differences this afternoon . "
20," Let's see , Mr . Horn ... The doctor's schedule is full today . Would tomorrow be all right ? "
16, But your were playing video games all afternoon . You are skating on thin ice . 
25," Egg ! I told you about it last week ! Smelly Toes is playing , and Eric asked if I would go with him ! "
16, Don't worry . I'll write you a prescription for a new medicine that works wonders . 
63," Maybe it is right since everything is possible . You know the market changes quickly these days . But I still have doubted those funds with bad stock performance . For me , his stock record is the very important criteria to decide which to buy . I really want to decrease the risk reach the minimum and achieve the maximum returns . "
14, Can she call you back ? She is about to start a meeting . 
48," Sure . Firstly , it is very important for you to be punctual . Interviewers usually don ’ t think much of a candidate who comes 5 or 10 minutes late only to explain that he could not find the place or he was stuck in traffic . "
54,"OK , Mr . Wang . Thank you very much for coming to the airport to see us off . Your great country and your hospitality have left a very deep impression on all of us and your working attitude and your way of doing business have changed my opinions about Chinese people . "
23," Well , we have chocolate mousse cake , homemade fresh strawberry shortcake , and a spicy rum apple crisp for our specials . "
8," Okay , I'll make you some food . "
22," Actually , one just left ten minutes ago . The next one is at two forty-five , debates at five thirty-five . "
14,Thank you very much for telling me all these things about the college . 
31, We are terribly sorry for that.Could you please buy a new one and give us the receipt ? We will refund the cost of the laundry and the new sweater . 
37," No , that's not true.The White House is very big . And there are a lot of historical exhibits there.The tour will take us through many different rooms . I read about it in the guide . "
20, Go to www.yahoo.com and click on Travel and tickets . There are about a billion sites to look at . 
21," Why not ! Before you know it , I'll be heading off to the mountains to stand on my head ! "
10,I'd like to rent a car for several days . 
22," Yes , I did this in the morning . And my doctor wanted me to have a rest these two days . "
16, I figured people wouldn ’ t vote for him because he ’ s African American . 
26," That's right . We have to slow down again . If we haven't meet the passing tree , we have to stop a car away . "
27, This morning we rented a car and we are on the way to Niagara Falls . I'm afraid we have a car accident near the border . 
30," Mr . Thomas will be here very soon . In the meantime , may I ask all of you to sign in so that I can issue your passes ? "
15,"I need to get on another bus , but I have no more money . "
19," If you haven't gotten it yet , then you should probably take that up with your post office . "
17, It's very kind of you . I really don't know how I can thank you enough . 
21," The best opportunity is called callous , which is an Internet-based job placement service that you can make use of . "
24," Yes , very much , if it wouldn't add inconvenience to you . First hand information is always more valuable than reading pamphlets . "
60," So , it ’ s easy to get to the office from here . From your apartment , just drive along King Street East for about one kilometer and you ’ ll see a three-story blue building on your right . That ’ s the Department of Motor Vehicles building where you can change your driver ’ s license . "
15," No , it's not necessary . But you have to fill out this form . "
8," Yes , please bring us two steaks . "
35, That ’ s a good idea . We could put up some posters in and around the campus with a list of events . It would be quite cheap to do on the campus . 
16," Let me see . Akha . No , I guess I ’ ll be free . "
11,"Excuse me , would you get me some paper napkins ? "
31," Yes , furthering my education is already bringing about positive results in my workplace as it has boosted my confidence.As well the tutoring system my school employs offers courses uniquely suite "
11, When do you want to start learning how to drive ? 
16,"Yo , G.How are you getting along with your classmates in the English training school ? "
20," Your seat is in cabin No . 5 , the upper deck . It ’ s near amid ship . "
16,Would you please wrap the shoes first ? I would like to buy a sweater . 
21," I'm just thinking about that , but the trouble is , I don't know who is well in the know . "
27," Oh John , I thought we said we would start eating right ! Remember ? Our new healthy lifestyle ? That ’ s all junk food ! "
17," Get on the 261 , and it'll take you the rest of the way to Sons . "
19, I am sorry but I ordered sole not the same as the others . Will you change it ? 
14," OK , here you are . You look really attractive in that gown . "
28," I'll take care of the lunch then , and you can take care of the other plans . What time would you like to pick me up ? "
